rank,population_index,optimization_objective,optimization_score,official_score,finite,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,motor_kv,motor_max_power,cruise_throttle,mission3_cruise_throttle,battery_cell_count
2339,2052,18.867142857142856,-18.867142857142856,-18.867142857142856,True,1.2010734878603369,0.37693219841078274,0.782183836459524,0.10784368761479049,1.0,10.048818988627737,5.85349590797882,2.6912508808932274,15.925611861552929,12.066120293574787,375.2288577026207,2466.2799328835977,0.7394199142026636,0.639729936575044,6
2340,2576,18.867142857142856,-18.867142857142856,-18.867142857142856,True,1.7131975613108028,0.1864353603285574,0.6539276253638355,0.22171076031783443,0.0,10.045807469480577,7.7064906770572446,2.0038245375617123,12.52090772285624,8.107950451772597,339.6987166149293,2225.654081160888,0.8772639239181045,0.838028104331302,6
2341,2610,18.867142857142856,-18.867142857142856,-18.867142857142856,True,1.3538006161693061,0.3540212204873464,0.46094405130455407,0.1673608835376992,0.0,10.04643464875213,9.081880835259838,1.2032830018677136,11.760471620342978,6.142068632617737,369.30406900570154,1665.1454441356423,0.5123738885485057,0.836086151758604,6
2342,1970,18.867714285714285,-18.867714285714285,-18.867714285714285,True,1.3297215374547033,0.14161665458232164,0.3048194022269998,0.19190550890465408,0.0,10.036309623785554,8.793093463189932,3.273997490768691,18.29955464002323,10.256836034011702,210.05344897285298,2161.4051898549214,0.5995023619587768,0.7106832798601004,6
2343,2106,18.86857142857143,-18.86857142857143,-18.86857142857143,True,1.349865163302188,0.3276168749037718,0.3431432580653706,0.11607854332575245,0.0,10.022597326739474,6.675567629499442,2.310849443495721,12.18217810306508,7.351990016187345,263.33857880028035,2213.5627595741307,0.9418267360433841,0.7423826276089298,6
2344,1327,18.87,-18.87,-18.87,True,1.8160819694634192,0.20200167015203271,0.7115561201863919,0.14684937150498892,0.0,9.99985392146293,5.939823185274048,2.8519379057084153,16.972511969387238,8.480754254454979,309.26390890988256,2611.981716818558,0.8228681528869796,0.9097862878101046,6
2345,138,18.870285714285714,-18.870285714285714,-18.870285714285714,True,1.3527624577075243,0.2055792823806405,0.4756660178303719,0.1021726357191801,1.0,9.999319417155476,6.686013793277207,2.9556238064542413,10.820537973195314,5.331900095849225,293.61416567116976,1947.6131405681372,0.6017761155962944,0.8046385031193495,6
2346,2144,17.4219165220314,-17.4219165220314,-18.87514285714286,True,1.437578698737632,0.2615606111991369,0.7327286220055408,0.14083303369197456,1.0,9.920972476573553,5.7193601643859,3.091564389255567,24.574708874102296,15.238472625837627,378.6491472039,1481.8931657357261,0.896777532438986,0.8520535486503222,6
2347,1590,18.87514285714286,-18.87514285714286,-18.87514285714286,True,1.605994034734789,0.26327429806224717,0.3371827622818817,0.11100049101497006,1.0,9.920132872578554,5.917702483529734,3.860411745510161,17.223779763890718,12.881617464334443,292.0902005739134,1958.0850082022769,0.7217784339097968,0.8608780440227095,6
2348,1977,18.875714285714285,-18.875714285714285,-18.875714285714285,True,1.3227549370400609,0.2649257143214345,0.41059990860521794,0.2071105355769396,1.0,9.90897685937405,7.7020255979929875,2.311217091511935,10.46548439655453,6.24111822754662,307.605430111289,2206.3907850533724,0.900690246373415,0.887031716760248,8
