generation,island,estimated_completed_candidates,elapsed_seconds,estimated_candidates_per_second,eta_seconds,convergence,best_objective,best_score,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_length_m,sensor_diameter_m,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,motor_kv,motor_max_power,cruise_throttle,mission3_cruise_throttle
43,4,24576,678.9679251000052,36.19611338249918,905.290566800007,0.0,12.946915142770887,-12.946915142770887,1.7715795156698673,0.2747274701297283,0.7493414159864188,0.1899236088618636,0.0,0.23313180743604892,0.048100349474139506,3.3255044425614244,0.815587022621969,2.598927656339632,17.976018004119396,7.317449241044742,539.3298050854355,1434.3981258571148,0.7254560119472444,0.83258225210011
44,4,25088,690.1976689000148,36.349007147450045,887.3970028714476,0.0,12.946915142770887,-12.946915142770887,1.7715795156698673,0.2747274701297283,0.7493414159864188,0.1899236088618636,0.0,0.23313180743604892,0.048100349474139506,3.3255044425614244,0.815587022621969,2.598927656339632,17.976018004119396,7.317449241044742,539.3298050854355,1434.3981258571148,0.7254560119472444,0.83258225210011
45,4,25600,703.1301790999714,36.408620709139235,871.8814220839646,0.0,12.147018190124067,-12.147018190124067,1.7656487897547408,0.30108094858091283,0.5594035953585822,0.16815170155255985,0.0,0.2489565398678183,0.11100990364043381,1.7987538961413279,0.3175882045035934,1.4790138598086224,17.12759775460096,9.977258849348363,462.2607698664069,1841.9061398376475,0.5615816630775322,0.5467241377986496
46,4,26112,720.176059099962,36.25780067256526,861.3870510803467,0.0,-4.912131346745748,4.912131346745748,1.6704665232617408,0.3016756369490289,0.7580086067958083,0.2572314412826897,0.0,0.32677728719833876,0.05975623633066307,2.2083759062715487,0.8349541174793913,2.788658503262434,19.639734271039362,13.405356950929546,251.38830538258955,1384.4737723276294,0.757125202100724,0.7491750069502365
47,4,26624,733.77513059997,36.28359546368235,846.6636122307347,0.0,-4.912131346745748,4.912131346745748,1.6704665232617408,0.3016756369490289,0.7580086067958083,0.2572314412826897,0.0,0.32677728719833876,0.05975623633066307,2.2083759062715487,0.8349541174793913,2.788658503262434,19.639734271039362,13.405356950929546,251.38830538258955,1384.4737723276294,0.757125202100724,0.7491750069502365
48,4,27136,760.5154500999488,35.68106341091916,846.6115387905091,0.0,-4.912131346745748,4.912131346745748,1.6704665232617408,0.3016756369490289,0.7580086067958083,0.2572314412826897,0.0,0.32677728719833876,0.05975623633066307,2.2083759062715487,0.8349541174793913,2.788658503262434,19.639734271039362,13.405356950929546,251.38830538258955,1384.4737723276294,0.757125202100724,0.7491750069502365
49,4,27648,786.2224787999876,35.165618823566554,844.4611809333201,0.0,-4.912131346745748,4.912131346745748,1.6704665232617408,0.3016756369490289,0.7580086067958083,0.2572314412826897,0.0,0.32677728719833876,0.05975623633066307,2.2083759062715487,0.8349541174793913,2.788658503262434,19.639734271039362,13.405356950929546,251.38830538258955,1384.4737723276294,0.757125202100724,0.7491750069502365
50,4,28160,804.9031149999937,34.98557711507952,834.1723191818116,0.0,-4.912131346745748,4.912131346745748,1.6704665232617408,0.3016756369490289,0.7580086067958083,0.2572314412826897,0.0,0.32677728719833876,0.05975623633066307,2.2083759062715487,0.8349541174793913,2.788658503262434,19.639734271039362,13.405356950929546,251.38830538258955,1384.4737723276294,0.757125202100724,0.7491750069502365
51,5,29184,860.9471892999718,33.897549539280384,830.7385159912009,0.0,12.839761028986697,-12.839761028986697,1.3348472163241356,0.3266167717442833,0.7433079191225997,0.18225401447246123,0.0,0.3969325055647641,0.11633770342377545,2.2675196024955255,2.149444651569155,2.216381083662467,15.784991846113863,8.652684522677516,345.1552727244433,2243.0062536150217,0.9276471626541491,0.873980495147407
52,5,29696,876.5336096000392,33.87890626755343,816.0830158345192,0.0,12.839761028986697,-12.839761028986697,1.3348472163241356,0.3266167717442833,0.7433079191225997,0.18225401447246123,0.0,0.3969325055647641,0.11633770342377545,2.2675196024955255,2.149444651569155,2.216381083662467,15.784991846113863,8.652684522677516,345.1552727244433,2243.0062536150217,0.9276471626541491,0.873980495147407
53,5,30208,897.260524500045,33.66692189744104,806.0136915000404,0.0,12.666967148511564,-12.666967148511564,1.7377550684761256,0.37711480863392355,0.7031697147298792,0.2034080281059317,0.0,0.5871520172750817,0.11325282213109389,6.268999713168746,5.837777725468044,1.9563402359465152,17.872124817222357,9.833686705536032,306.0903164987834,2446.709619835019,0.8599419864190226,0.9085217274532273
54,5,30720,915.1368128999602,33.56875121508003,793.1185711799654,0.0,7.21206999034724,-7.21206999034724,1.505339119520965,0.37918769413453457,0.8119145961545048,0.1870206916033166,0.0,0.3515519147465838,0.12002072233061442,2.571349370223956,1.0274247505973406,2.837296159600276,13.380465702281219,6.510930244737293,427.58746205697815,1602.8785828338087,0.921551254502788,0.9427991027651208
55,5,31232,926.1777391999494,33.72138918711091,774.3453229376626,0.0,7.21206999034724,-7.21206999034724,1.505339119520965,0.37918769413453457,0.8119145961545048,0.1870206916033166,0.0,0.3515519147465838,0.12002072233061442,2.571349370223956,1.0274247505973406,2.837296159600276,13.380465702281219,6.510930244737293,427.58746205697815,1602.8785828338087,0.921551254502788,0.9427991027651208
56,5,31744,936.9865607999964,33.87882102908399,755.6343232258035,0.0,7.21206999034724,-7.21206999034724,1.505339119520965,0.37918769413453457,0.8119145961545048,0.1870206916033166,0.0,0.3515519147465838,0.12002072233061442,2.571349370223956,1.0274247505973406,2.837296159600276,13.380465702281219,6.510930244737293,427.58746205697815,1602.8785828338087,0.921551254502788,0.9427991027651208
57,5,32256,953.6624505999498,33.82328829210768,741.7374615777388,0.0,6.664841078575241,-6.664841078575241,1.809537474350854,0.31177929072637023,0.5742946595604403,0.23618164845304812,0.0,0.2374971965010275,0.10205273251179399,6.149454716711055,5.374763106745647,2.6348288141577614,19.469356024925208,8.091844605472366,332.4893065177382,2310.6158846187077,0.9639577404507764,0.834331931933293
58,5,32768,970.8951721999329,33.75029656986718,728.1713791499496,0.0,6.664841078575241,-6.664841078575241,1.809537474350854,0.31177929072637023,0.5742946595604403,0.23618164845304812,0.0,0.2374971965010275,0.10205273251179399,6.149454716711055,5.374763106745647,2.6348288141577614,19.469356024925208,8.091844605472366,332.4893065177382,2310.6158846187077,0.9639577404507764,0.834331931933293
59,5,33280,992.5493812999921,33.529817888165425,717.689552632302,0.0,6.664841078575241,-6.664841078575241,1.809537474350854,0.31177929072637023,0.5742946595604403,0.23618164845304812,0.0,0.2374971965010275,0.10205273251179399,6.149454716711055,5.374763106745647,2.6348288141577614,19.469356024925208,8.091844605472366,332.4893065177382,2310.6158846187077,0.9639577404507764,0.834331931933293
60,5,33792,1008.7205134000396,33.499863987200115,703.0476305515429,0.0,6.664841078575241,-6.664841078575241,1.809537474350854,0.31177929072637023,0.5742946595604403,0.23618164845304812,0.0,0.2374971965010275,0.10205273251179399,6.149454716711055,5.374763106745647,2.6348288141577614,19.469356024925208,8.091844605472366,332.4893065177382,2310.6158846187077,0.9639577404507764,0.834331931933293
61,0,34816,1081.1769333999837,32.20194486624304,699.5850745529307,0.0,7.8838359616316165,-7.8838359616316165,1.700081240033052,0.3613776638794679,0.798551198936901,0.12202190026199101,0.0,0.5274962946822412,0.09780825965664708,3.972160074064618,0.41144178684437094,3.018675106878905,14.291841556812134,6.63158490305404,601.4104566015125,2190.708015114069,0.789194219124488,0.7221062436895654
62,0,35328,1099.8386302000144,32.121075792341756,685.4066825884148,0.0,7.8838359616316165,-7.8838359616316165,1.700081240033052,0.3613776638794679,0.798551198936901,0.12202190026199101,0.0,0.5274962946822412,0.09780825965664708,3.972160074064618,0.41144178684437094,3.018675106878905,14.291841556812134,6.63158490305404,601.4104566015125,2190.708015114069,0.789194219124488,0.7221062436895654
63,0,35840,1116.403451899998,32.10308955871123,669.8420711399988,0.0,7.8838359616316165,-7.8838359616316165,1.700081240033052,0.3613776638794679,0.798551198936901,0.12202190026199101,0.0,0.5274962946822412,0.09780825965664708,3.972160074064618,0.41144178684437094,3.018675106878905,14.291841556812134,6.63158490305404,601.4104566015125,2190.708015114069,0.789194219124488,0.7221062436895654
64,0,36352,1137.8387168999761,31.948288856825382,657.0617942661835,0.0,-5.071132394075554,5.071132394075554,1.642076446197214,0.38643524064319934,0.8186019443444281,0.09282753472136952,0.0,0.6057043392494117,0.08239648515396038,3.427504544265105,0.5892727304904852,3.1755219320679657,12.843060796149075,5.84058314783082,521.0273210669866,2345.365528878814,0.8560303503676183,0.7811915052529251
65,0,36864,1154.2148090000264,31.93859558251358,641.230449444459,0.0,-5.071132394075554,5.071132394075554,1.642076446197214,0.38643524064319934,0.8186019443444281,0.09282753472136952,0.0,0.6057043392494117,0.08239648515396038,3.427504544265105,0.5892727304904852,3.1755219320679657,12.843060796149075,5.84058314783082,521.0273210669866,2345.365528878814,0.8560303503676183,0.7811915052529251
66,0,37376,1172.8966228000354,31.86640601860796,626.6160039616627,0.0,-5.071132394075554,5.071132394075554,1.642076446197214,0.38643524064319934,0.8186019443444281,0.09282753472136952,0.0,0.6057043392494117,0.08239648515396038,3.427504544265105,0.5892727304904852,3.1755219320679657,12.843060796149075,5.84058314783082,521.0273210669866,2345.365528878814,0.8560303503676183,0.7811915052529251
67,0,37888,1186.8132755999686,31.92414575986818,609.4446550378217,0.0,-5.071132394075554,5.071132394075554,1.642076446197214,0.38643524064319934,0.8186019443444281,0.09282753472136952,0.0,0.6057043392494117,0.08239648515396038,3.427504544265105,0.5892727304904852,3.1755219320679657,12.843060796149075,5.84058314783082,521.0273210669866,2345.365528878814,0.8560303503676183,0.7811915052529251
68,1,38912,1251.1642947000219,31.10063175942014,592.6567711736946,0.0,-4.777470947408316,4.777470947408316,1.4131720624748643,0.3917004265105461,0.8141367083743891,0.2144547352330766,0.0,0.24497168392872426,0.10833373528723246,1.1866125833199774,1.0656224950148427,2.5028508346292417,10.250944599765552,7.338894408790548,511.3007782871455,2992.0707821183523,0.8198064548991211,0.6470399036810633
69,1,39424,1263.7965466999449,31.19489454449363,574.4529757727023,0.0,-4.858330873638126,4.858330873638126,1.5086703043831295,0.35732201553695586,0.5920428368122013,0.25780033793483903,0.0,0.23058951476068718,0.05646565912077452,2.206115218704035,0.15024251404840783,2.170190698076129,10.511046946602306,8.324301915601481,482.8655233779717,2979.9241621239826,0.751803725665958,0.670027048131145
70,1,39936,1272.2821189999813,31.389264537797523,554.5845134102483,0.0,-4.858330873638126,4.858330873638126,1.5086703043831295,0.35732201553695586,0.5920428368122013,0.25780033793483903,0.0,0.23058951476068718,0.05646565912077452,2.206115218704035,0.15024251404840783,2.170190698076129,10.511046946602306,8.324301915601481,482.8655233779717,2979.9241621239826,0.751803725665958,0.670027048131145
71,1,40448,1285.224046899937,31.471555560731844,536.8657411101003,0.0,-4.858330873638126,4.858330873638126,1.5086703043831295,0.35732201553695586,0.5920428368122013,0.25780033793483903,0.0,0.23058951476068718,0.05646565912077452,2.206115218704035,0.15024251404840783,2.170190698076129,10.511046946602306,8.324301915601481,482.8655233779717,2979.9241621239826,0.751803725665958,0.670027048131145
72,1,40960,1294.4142635000171,31.64365625054738,517.7657054000068,0.0,-4.858330873638126,4.858330873638126,1.5086703043831295,0.35732201553695586,0.5920428368122013,0.25780033793483903,0.0,0.23058951476068718,0.05646565912077452,2.206115218704035,0.15024251404840783,2.170190698076129,10.511046946602306,8.324301915601481,482.8655233779717,2979.9241621239826,0.751803725665958,0.670027048131145
