case_id,design_wing_span,design_wing_chord,design_tail_arm,design_nose_length,design_ducks_num,design_pucks_num,design_banner_length,design_batt_capacity,status,full_trim_velocity,full_trim_alpha,full_trim_elevator,coarse_trim_velocity,coarse_trim_alpha,coarse_trim_elevator,coarse_CD,coarse_D,coarse_CD_wing_profile,coarse_CD_wing_induced,coarse_CD_tail_profile,coarse_CD_tail_induced,coarse_CD_body,coarse_D_wing_profile,coarse_D_wing_induced,coarse_D_tail_profile,coarse_D_tail_induced,coarse_D_body,full_CD,full_D,full_D_profile,full_D_induced,full_D_wing,full_D_tail,full_D_body,error
20,1.6407371464147502,0.3005772266735949,0.7821745449363879,0.2018166284913803,6,10,3.4183151413074464,1.8161685938781993,ok,29.478103658687196,-1.2683292750656285,-0.530365066374615,29.527909946167902,-1.2371181762595913,-0.515168441348652,0.012384023197064298,3.250588667778432,0.006599331147817837,0.000875044254911215,0.0021840879890792134,0.00019466680278391424,0.0025308930024721195,1.7322085644267158,0.22968375410450623,0.5732847519548306,0.051096618041869865,0.66431497925051,0.012671604364251476,3.326071383313385,3.113593392921293,0.2124779903920913,1.7877907030991909,0.5381284820106386,0.7876742078114641,
21,0.8361404483864212,0.3321158704629278,0.573002400943162,0.29631397731781095,6,9,1.2654749099475828,4.200044644614978,error,,,,,,,,,,,,,,,,,,,,,,,,,,RuntimeError: trim did not converge
22,1.4064853357718659,0.12513662876409273,0.8672926965045493,0.19100825337815125,7,10,2.5865268164949486,4.311711367772977,ok,30.49948286762377,0.30519400626525117,0.7521483022597932,30.62578113240173,0.28883484901100015,1.5190172916943412,0.019291865991837576,1.934572189444255,0.009075913898033205,0.0020365423527595903,0.0010650690145515326,2.265943692066577e-05,0.007091681289572583,0.9101250562467346,0.2042227641401318,0.1068042301487049,0.0022722693861616907,0.7111478695225221,0.020988394278541288,2.104697177079153,1.8227880021816694,0.2819091748974837,0.9202103774736826,0.15680918658701343,0.7457684381209733,
23,1.3167939382813652,0.2065691274134987,0.35988187424956186,0.22422657452570588,4,4,2.893636502799721,8.746351701210424,ok,30.13043101364019,-0.24018944010475274,-0.6369913463155462,30.05073985855659,-0.3479001461598063,-0.6027570746298683,0.01774555839469858,2.6840443331305965,0.007512767445571288,0.002165596170746804,0.003416741756501802,6.179560403896976e-05,0.004588657417839717,1.1363181952300663,0.32754991421846485,0.5167877023271947,0.009346684795375596,0.694041836559495,0.016861344798950358,2.5503038430780403,2.2323668217402752,0.31793702133776486,1.0903519430556785,0.49038549003320403,0.6516293886513926,
24,0.9606135019511808,0.16200967111910225,0.5277695650666822,0.1944361109741276,3,7,4.173209522303061,3.380201422846807,ok,30.4768330764394,0.9717233003521946,-0.3403196654915868,30.548807415363672,0.9605376517048771,-0.1501133103214061,0.023010735846058665,2.037351201408669,0.00820537232846103,0.004974722380800161,0.0017871232881341817,2.3427850725188162e-05,0.008020089997938106,0.726496765824153,0.4404577362063714,0.15823039308711306,0.0020742822020426823,0.7100920240889889,0.024081849273009902,2.1321852142718303,1.550220714214091,0.5819645000577396,0.7173649622308509,0.20969126304498223,0.6231644889382576,
25,1.4737091636010042,0.3055709209066577,0.4579876559030416,0.28194699285879954,8,8,3.608983828511818,4.821636724632616,ok,29.450831888288747,-0.9288332040219676,-0.9750363280561692,29.320288621407418,-0.8922281350631698,-0.8588778540901066,0.01479597423613519,3.5397174745053417,0.006562699414871281,0.001436043304144164,0.0036674485426615613,0.0003580903782625963,0.002771692596195585,1.5700285380338508,0.3435520700901984,0.8773826911379642,0.0856678140390862,0.6630863612042416,0.014037132130636558,3.358173437149744,3.095582206143855,0.2625912310058891,1.5880152767368958,0.7572399710598684,0.750326958347091,
26,0.9555912244767238,0.25468521042928094,0.4650353365373976,0.28841233442093644,7,3,3.0646940301214265,3.5235981082672905,ok,30.07978663057489,0.2410369514862873,-1.352936682439598,30.08753703826533,0.16638750998481472,-1.4486238958625928,0.019462107107001674,2.6249517985060136,0.006956139797460758,0.004456627935065057,0.0028381287032530904,8.267961541691269e-05,0.005128531055805856,0.9382093917998651,0.6010877162017334,0.38279262379126205,0.011151413564584274,0.6917106531485685,0.019359232938996548,2.6110748453370367,2.0172493048020175,0.5938255405350195,0.9010571827469389,0.39538990799870044,0.7208022140563782,
27,1.2742410630579681,0.24080217287722705,0.5558355762245347,0.2054375432434346,9,10,3.2401642373402813,6.689329041381115,ok,30.070336545353182,-0.48382569755272337,-0.761241997493826,30.041007206502385,-0.5410115663791456,-0.7999491192175228,0.015749339837523774,2.6764369842392086,0.007101523574141416,0.0020421609018516766,0.0024409987018803314,9.688214573581007e-05,0.00406777451391454,1.206830288403192,0.3470440679971055,0.414822416151483,0.01646411599691177,0.6912760956905163,0.015431398841949108,2.622404402074759,2.2842906388667847,0.33811376320797454,1.1700113398924117,0.4182045837231253,0.6960747152512474,
28,1.1200358395137064,0.13048912841617902,0.6649187896620483,0.1503320012982517,4,6,0.8776943398821495,2.520117166681318,ok,30.59589986399152,0.8537733091175568,0.5330775362625859,30.66561741498049,0.9431202607460458,1.3536690631338388,0.02233860573341837,1.8719526869343999,0.008915450227107375,0.0035297731473664037,0.0012955226796815007,5.776631247494641e-05,0.008540093366788144,0.7471057597339882,0.29579143865709423,0.10856349720995452,0.004840758870192056,0.7156512324631709,0.023717243935815348,1.987479811814319,1.5542297151807687,0.43325009663355024,0.758920203836762,0.16024371579117436,0.6350657955528325,
29,1.6433117989792878,0.24885481116357233,0.5119355034532085,0.11806408407969515,8,5,3.1004492133801773,6.760423337583728,ok,29.758083263953417,-0.93877755669243,-0.6359437834657269,29.63990041864553,-0.9916381555439179,-0.5116435098577593,0.0143128607536675,3.174742189145029,0.007043113817148049,0.001107778262224078,0.0029262805441515076,0.00018355935207883475,0.0030521287780650302,1.5622362966481524,0.24571680293887993,0.6490796257073601,0.040715383827616664,0.67699408002302,0.013502390575366964,2.9949693645137554,2.7853250177133617,0.2096443468003932,1.5518552289531362,0.5891550941804161,0.6443146945798094,
