rank,population_index,objective,score,finite,wing_span,wing_chord,tail_arm,nose_length,ducks_num,pucks_num,banner_length,batt_capacity,prop_diameter_in,prop_pitch_in,motor_kv,motor_max_power,cruise_throttle,mission3_cruise_throttle,battery_cell_count
33,19,-5.058461343968149,5.058461343968149,True,1.4291459683164343,0.3870275938370714,0.7780650120400534,0.16463814731201715,62.0,20.0,1.9126982344280092,2.836256204777211,20.69851081120085,10.820489759168646,284.40640415102314,1234.3839583895547,0.9801242076321719,0.8627725277790782,7
34,60,-5.0577367205542725,5.0577367205542725,True,1.3491390819874158,0.3834729769729509,0.7110522518377452,0.2438522179652325,72.0,22.0,0.5977258847825193,2.316645968695242,21.994276987786215,11.858707059839462,268.5014930043201,1034.9810603810995,0.8720474352332384,0.8382548144616654,7
35,157,-5.057603686635945,5.057603686635945,True,1.4366817210052056,0.36081263646214967,0.7764189325040857,0.19913696252013469,74.0,19.0,3.546714116282879,1.5762531549315983,24.177348062330804,16.04674956440247,268.79665161100536,1771.0904359133356,0.7895578024709022,0.6483043294719097,6
36,176,-5.056626676588673,5.056626676588673,True,1.4884627187601733,0.3667680758863338,0.7226477693023239,0.28770408956165755,69.0,15.0,1.1452610561582612,2.8378694181027715,23.933497606030052,15.301337306226346,261.6003539200892,1610.679336928276,0.8478539257204551,0.5766290094466097,7
37,49,-5.056179775280899,5.056179775280899,True,1.4875537705378445,0.3909238905003537,0.6702330695029205,0.25288477291604416,75.0,21.0,1.4510389130930732,2.055876536123679,22.073760352205532,9.803589117275026,267.76162525343125,1623.4691114995326,0.9098533207193249,0.5518630976393343,8
38,24,-5.055679287305122,5.055679287305122,True,1.4061837643093988,0.3777949049027363,0.7987739976677952,0.1583491555008728,77.0,19.0,1.7173640365114013,1.7201184557341935,21.3669428524552,13.20226463923132,254.9239303567481,1170.1223648707028,0.9250576447955771,0.769182778772391,7
39,205,-5.055471053641582,5.055471053641582,True,1.3799906203686236,0.3472790838914449,0.8373990561677914,0.17456060246778637,52.0,12.0,1.447180388659016,2.737482868735816,16.30713439408104,10.632340970079333,337.12845739531633,1608.2221509517447,0.9884242017758946,0.8281245889392358,7
40,18,-5.0554323725055434,5.0554323725055434,True,1.4469488975981406,0.3622166864486972,0.7607325002031191,0.11697031368665309,78.0,18.0,0.9943227957371603,3.3704747385444085,19.337318496683828,10.689668554810977,296.4829133179393,1243.4470858835853,0.945068784009635,0.7903613042128266,7
41,88,-5.054585152838428,5.054585152838428,True,1.4405333705323626,0.33594702723849657,0.8520272767620454,0.1429102110042986,77.0,22.0,1.0026047496955994,2.279634682232958,17.694668043202935,13.725328557168814,277.78014546937885,1012.513398880981,0.9316180790645745,0.8283235850292342,6
42,142,-5.053879310344827,5.053879310344827,True,1.485216481870315,0.3823102041825439,0.8500235719692562,0.14831804161538004,80.0,19.0,4.934930598993081,1.9356937688487008,16.469009507292025,12.651112482824903,236.8568738437438,1403.0784651703075,0.9693047993239778,0.5676139457102616,8
43,255,-5.053879310344827,5.053879310344827,True,1.3958434739647525,0.3014666554339227,0.8418613389730772,0.1743958024683779,86.0,9.0,0.9123398937734954,1.1204557698552144,21.631490711574198,15.28113671442292,220.13315318221893,1449.67073710343,0.9099797448572821,0.5831466450953938,7
44,68,-5.053763440860215,5.053763440860215,True,1.483498450497364,0.3207465773930163,0.8264936455316688,0.1750626598748379,79.0,21.0,1.8503559086834962,2.0782565365105885,20.718163982506237,12.629762948839653,264.6155265067016,1458.3382130933546,0.9094700173526626,0.7670066157104405,7
45,124,-5.053533190578158,5.053533190578158,True,1.4125732601296224,0.36895354668011454,0.7823993723943717,0.15641086096486245,83.0,15.0,1.0594252523900072,2.6648114934039326,17.829204399924595,8.2601242381629,333.8076347662866,2016.2700193853777,0.8677276433763228,0.7544793475858077,8
46,235,-5.05175983436853,5.05175983436853,True,1.486026769612036,0.35279336034219655,0.8412167275781606,0.22141401435919827,82.0,22.0,1.5649217112110094,2.1827391091698396,18.678549429149523,10.59469694033113,337.96144177181674,1015.8843850226838,0.8169823827046643,0.5943458349230112,7
