case_id,design_wing_span,design_wing_chord,design_tail_arm,design_nose_length,design_ducks_num,design_pucks_num,design_banner_length,design_batt_capacity,status,full_trim_velocity,full_trim_alpha,full_trim_elevator,coarse_trim_velocity,coarse_trim_alpha,coarse_trim_elevator,coarse_CD,coarse_D,coarse_CD_wing_profile,coarse_CD_tail_profile,coarse_CD_wing_induced,coarse_CD_tail_induced,coarse_CD_interaction,coarse_CD_body,coarse_D_wing_profile,coarse_D_tail_profile,coarse_D_wing_induced,coarse_D_tail_induced,coarse_D_interaction,coarse_D_body,full_CD,full_D,full_D_profile,full_D_induced,full_D_wing,full_D_tail,full_D_body
10,1.2549813760448663,0.2517852246184776,0.7430038660112279,0.178478675922606,7,3,2.244077839232806,5.925045964251232,ok,30.061068307657965,-0.59310817373336,-0.668004779797621,30.037215681520234,-0.6188552859394736,-0.8047599529495357,0.015314913679219696,2.678532925149307,0.006986938603135745,0.0020225136155573266,0.002333610673205562,0.00012564732156812412,-0.00047543359946998205,0.004321637065222919,1.2219948141065413,0.35373162554508664,0.40814157713094024,0.021975343434922356,-0.08315192475622747,0.7558414896880435,0.01505751504418883,2.633512853543634,2.285537892554795,0.34797496098883873,1.192897059231547,0.3527522654203318,0.7398885679029161
11,1.146910147470893,0.23010123624035128,0.6396600203622284,0.18377056840560382,4,4,2.4192903528697363,4.75056204131679,ok,30.208930659474152,-0.1976281910881756,-0.755355054811266,30.186082242642623,-0.2697692217030788,-0.8958584806910851,0.017080811069234043,2.5196118015764752,0.007209497402970819,0.00220172916584722,0.0032355483973331703,7.101922221836443e-05,-0.00043301639565211555,0.0047960332765165856,1.063481977895023,0.32477982267106426,0.4772797903711069,0.010476134283955727,-0.0638747900400554,0.7074688663953808,0.016649094539567158,2.455927064083666,2.0433529164456705,0.4125741476379958,1.0214195945687055,0.3250952753731162,0.696838046503849
12,1.2239320976219958,0.21639172319707012,0.55,0.1901726100831398,7,3,2.5503972839501454,6.91906222549903,ok,30.222118566163548,-0.22802928383276433,-0.64574715751605,30.204455433996156,-0.32297063837079376,-0.7243465260832639,0.016873249496939396,2.5000724887192063,0.007374840709535919,0.0024189695622323904,0.002878702404412042,6.625082736845081e-05,-0.0004116072585755461,0.004546093251966139,1.0927140246424702,0.358413431549347,0.426531041681439,0.009816240249917063,-0.06098694762431578,0.6735846982203488,0.01646816452964429,2.440050253364967,2.0762405040762077,0.36380974928875903,1.04851297849816,0.3560210640383553,0.6717064615396925
13,1.190623780783774,0.2761131871961538,0.7865779011579083,0.20549237535014303,3,5,1.9526822075033183,4.063069071142308,ok,29.978503085447336,-0.6499653860324879,-0.768582901985626,29.9575177324065,-0.6251189198043761,-0.9243917841891238,0.015225883596563194,2.7553082140262974,0.0067630424719701335,0.0020063988332789154,0.002468569025892228,0.00016415853577409295,-0.0005683868922995796,0.004392101621947403,1.2238545209313287,0.3630821916433158,0.44671749069899847,0.029706477075851515,-0.10285649848599987,0.7948040321628028,0.015098950752141899,2.73233629429715,2.34557581681043,0.3867604774867194,1.2067660706545302,0.3623165873189961,0.7764931588369038
14,1.320360230423196,0.23177171506131866,0.6355512859665498,0.1613930357804569,6,4,2.4017595312650255,5.417164624571759,ok,30.118593544805854,-0.5322903090874477,-0.6053029414569364,30.096719376434717,-0.6016825450705634,-0.6793860251988243,0.015401869024221118,2.618796570285427,0.007198193282901903,0.0022142902257715727,0.0022260422049395654,0.00010995573837643369,-0.0004498215179702416,0.004103209090201886,1.223916646211604,0.3764981795227535,0.3784963813442861,0.018695893991214362,-0.07648364277403827,0.6976731119896075,0.015082643077151214,2.564516467577727,2.249656106932972,0.3148603606447549,1.1863297035221883,0.37354918258944536,0.6897772208213385
15,1.2366099196353408,0.22041188796083902,0.55,0.15296492410904547,7,4,2.779730754406803,7.197183427354774,ok,30.215210714124158,-0.283873314390708,-0.663248292928875,30.198385121684943,-0.3741926254364769,-0.7321722833476327,0.01643630470351773,2.5051242549716735,0.007325030847806587,0.002433725632751782,0.002771958924711037,8.011381066977873e-05,-0.0004480376564333052,0.004273513144011852,1.116437835405222,0.3709340525457603,0.4224855684619079,0.012210472724086091,-0.06828724707394372,0.6513435729086414,0.016063929419248443,2.448367331618031,2.091938807991154,0.3564285236268771,1.0727569199000475,0.36786486048237377,0.6513170276087323
16,1.346740035545774,0.2522140081825644,0.7413617516764704,0.20654756818968603,5,4,2.1997507193357997,5.880425518107761,ok,29.9852833994356,-0.7337793793106544,-0.60139389927109,29.96353681295165,-0.7599111239407599,-0.7030343249570197,0.014778017852554766,2.7643407157138578,0.006989043862801794,0.0020258410339154495,0.0019431105001646517,0.00014433523579847343,-0.00046584806910960545,0.004141535288984002,1.307353848575374,0.3789489841933172,0.36347360818810187,0.026999004400370535,-0.08714042692496422,0.7747056972816583,0.014563598162881523,2.7242300036093985,2.419709482879573,0.3045205207298256,1.2844116615280639,0.37655372683628496,0.7587440945152238
17,1.3675626819896418,0.2408932684079991,0.5961512404232289,0.22151492484138685,5,2,2.4077151812224282,5.223767478717779,ok,30.00724107348203,-0.6409874757242046,-0.6600857759504786,29.988754648366115,-0.6982062558446106,-0.6842963747757925,0.015090868242958641,2.7418542207974808,0.007106030480272839,0.0023596306728816264,0.002023237525766218,0.0001604027137837307,-0.0005437445449152467,0.003985311395169475,1.2910920267654364,0.42872041659912186,0.3676012712049467,0.02914350922257254,-0.09879274349950737,0.7240897405049108,0.01484932784934977,2.697966977706548,2.4023285749635477,0.29563840274300035,1.2593564569856095,0.42341485642063537,0.7195572615573027
18,1.3266659303600843,0.24497834688680967,0.610660102153888,0.17341286394601058,7,1,2.3236968157550644,5.398019970358228,ok,30.039808945508977,-0.6173864525087017,-0.6899578911458502,30.022146447695803,-0.6649809551909845,-0.732922262619007,0.015029852765284638,2.6998797880844245,0.007059375520200153,0.0023292526943372786,0.002143876771968962,0.00015993162394565226,-0.0005569931143758457,0.003894409269208438,1.268107251689728,0.41841409686379655,0.38511418941854575,0.02872923412554854,-0.10005516854290106,0.6995701845297067,0.014802189068016287,2.6589817059496816,2.34613484064042,0.31284686530926137,1.2369879941116144,0.41371159892279313,0.6954352476060126
19,1.1218325517848722,0.2216508600939395,0.6744365265746557,0.19482721858370367,5,4,2.4259770824370004,5.787878819776586,ok,30.24820939497413,-0.08021476248651695,-0.7168277305668531,30.223214366308724,-0.16257938527156457,-0.879803572213026,0.017794953816449174,2.479703518873766,0.007306795352226304,0.0020866690909883373,0.0034926674579174297,4.4084724190280037e-05,-0.0003395244852261274,0.005204261676352949,1.0181923669763964,0.2907746061619952,0.48669863799522484,0.006143148604418805,-0.047312292543337985,0.7252070516790684,0.017284863581483848,2.4086214526797556,1.9782640159165172,0.4303574367632388,0.9753948095328545,0.29332339894971726,0.7095458074339456
20,1.3391707372711017,0.27721144247793206,0.6393758034207961,0.18448744620506585,5,3,2.2511568618286764,5.248341344904582,ok,29.864045153422545,-0.8257374198045588,-0.7710742979946115,29.856045431600133,-0.8124210249522711,-0.7905746280349867,0.014180146062710005,2.8756178317224577,0.006762689310664227,0.002352024519065281,0.0019171194381574436,0.0002608951119201623,-0.0006978030221151554,0.0035852207050180466,1.3714181705987558,0.4769713667096011,0.38877616757451783,0.052907398325025834,-0.14150875488518572,0.7270534833997427,0.01414717989811118,2.8689305858324032,2.5596473857952917,0.3092832000371114,1.3646946178680088,0.47149797308375524,0.7234547948435278
