rank,population_index,optimization_objective,optimization_score,official_score,finite,wing_span,wing_chord,tail_arm,nose_length,takeoff_flap_deflection_deg,extra_shipping_containers,sensor_length_m,sensor_diameter_m,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,mission3_prop_diameter_in,mission3_prop_pitch_in,motor_kv,motor_max_power
230,498,-6.23521163740208,6.23521163740208,6.167913970749295,True,1.7981268014511635,0.33474574892058073,0.37057189028710125,0.13783010936445123,35.068412616911,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
231,858,-6.2292117872472055,6.2292117872472055,6.167913970749295,True,1.7946787083173106,0.26499671103477473,0.686406147422544,0.23235185999603045,24.029061721013065,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
232,428,-6.213985623592097,6.213985623592097,6.167913970749295,True,1.7390637868232621,0.2800369121086217,0.6331179593510352,0.22679639638978433,21.152913000889804,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
233,85,-6.2358943921618595,6.2358943921618595,6.167872502155582,True,1.7889622551597666,0.3314888705356398,0.5874420268102355,0.10239343898616125,25.74074554416812,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
234,408,-6.234812582836697,6.234812582836697,6.167872502155582,True,1.78356448520481,0.33507750686524285,0.5028038894408808,0.24532846889754265,34.39262775146969,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
235,794,-6.234812582836697,6.234812582836697,6.167872502155582,True,1.78356448520481,0.33507750686524285,0.5028038894408808,0.24532846889754267,34.39262775146969,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
236,391,-6.229307246251,6.229307246251,6.167872502155582,True,1.8264685812373171,0.2572855810290939,0.6027847800320102,0.27519450781592286,32.665195270402116,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
237,323,-6.22912848729529,6.22912848729529,6.167872502155582,True,1.8228487437737406,0.2588131080123039,0.47650869067439905,0.20309337161639182,33.57345542504421,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
238,91,-6.235926643517847,6.235926643517847,6.167831038476374,True,1.7971271988525817,0.3276086920764049,0.637953357375961,0.23434858083890983,20.238712713550182,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
239,773,-6.2357617899816145,6.2357617899816145,6.167831038476374,True,1.7971271988525817,0.32954032428711855,0.5123443119197483,0.23434858083890983,24.987925435321916,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
240,530,-6.235469152896068,6.235469152896068,6.167831038476374,True,1.8083976698197848,0.329524425488809,0.38955961397977973,0.10113154932299599,27.628980757153432,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
241,818,-6.233440272467279,6.233440272467279,6.167831038476374,True,1.787091355610887,0.33271723622256943,0.5380760004700339,0.1414175272888141,2.7594925122669913,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
242,448,-6.235205781311946,6.235205781311946,6.1677895797107976,True,1.8011403580829286,0.3323027431455709,0.38252606988380433,0.17563736631310714,34.2998567857746,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
243,792,-6.234971607950025,6.234971607950025,6.1677895797107976,True,1.8011403580829286,0.3323027431455709,0.38252606988380433,0.2516112781479449,13.632178141700805,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
244,112,-6.234787181053104,6.234787181053104,6.1677895797107976,True,1.7982145485211027,0.3283642153781018,0.5468969940324854,0.14392124263050826,6.366924626107082,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
245,414,-6.229068919982876,6.229068919982876,6.1677895797107976,True,1.7867304584703734,0.26668007878593136,0.6715539646831239,0.2648659687108488,29.40950787238944,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
246,865,-6.228957620247435,6.228957620247435,6.1677895797107976,True,1.7867304584703734,0.26668007878593136,0.6893060829033002,0.27350498185054767,36.471961053404286,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
247,777,-6.23554433530467,6.23554433530467,6.16774812585798,True,1.7930126697108149,0.33194114323705437,0.46873529478907583,0.2792004206031561,22.77599658817053,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
248,455,-6.235483633975377,6.235483633975377,6.16774812585798,True,1.7918341707655765,0.3308916850270324,0.5238386839708158,0.26532140897959766,16.33125843991998,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
249,655,-6.235189479676595,6.235189479676595,6.16774812585798,True,1.8154260431423657,0.32730259465941947,0.3741722247214849,0.19806903839235407,17.49760212548982,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
250,40,-6.235816016735762,6.235816016735762,6.167706676917047,True,1.7918895416558374,0.32828888974032183,0.7663151954246982,0.18563777273323132,18.731894402586523,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
251,127,-6.2356704067465145,6.2356704067465145,6.167706676917047,True,1.7977301629705245,0.3273535811818734,0.6015238422900439,0.2874509275757154,35.6538090031529,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
252,730,-6.23530025172882,6.23530025172882,6.167665232887125,True,1.798708994972832,0.32628762281861035,0.6573083442316809,0.12639656110621672,10.72912946343422,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
253,783,-6.23530025172882,6.23530025172882,6.167665232887125,True,1.7987089949728323,0.32628762281861035,0.6573083442316809,0.12639656110621672,10.72912946343422,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
254,789,-6.235057962181961,6.235057962181961,6.167665232887125,True,1.8154260431423657,0.3269427495519133,0.3741722247214849,0.2486575301174241,15.898379869265039,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
255,790,-6.235057962181961,6.235057962181961,6.167665232887125,True,1.8154260431423657,0.3269427495519133,0.3741722247214849,0.24865753011742414,15.898379869265039,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
256,401,-6.228912245800601,6.228912245800601,6.167665232887125,True,1.7862659320256662,0.2665040162321661,0.7501037216374693,0.29028869993499196,23.498615786649587,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
257,870,-6.228890678315166,6.228890678315166,6.167665232887125,True,1.7862659320256662,0.2665040162321661,0.7501037216374693,0.16477459347757084,22.841699181848618,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
258,25,-6.235846447905159,6.235846447905159,6.167623793767343,True,1.7885991959293603,0.32906349745070307,0.8156273307433822,0.15732789928402446,27.272322680876147,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
259,566,-6.235688768733625,6.235688768733625,6.167623793767343,True,1.8051469998550111,0.32318651102739715,0.8546894977727186,0.27697039092031633,15.218481117660367,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
260,781,-6.235344948366234,6.235344948366234,6.167623793767343,True,1.7887571982895207,0.3301687770423315,0.611495316770549,0.2832695579353291,13.936590300653918,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
261,711,-6.235185625243285,6.235185625243285,6.167623793767343,True,1.816869929742899,0.3257525017166778,0.38187206339149105,0.2456839710098092,19.238963387996996,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
262,539,-6.2331903615537,6.2331903615537,6.167623793767343,True,1.7876681950402777,0.33240276138986957,0.5040793717855354,0.2617157645129857,3.0544911816429554,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
263,319,-6.228906169230996,6.228906169230996,6.167623793767343,True,1.8181447394327424,0.25863651538778143,0.7915527671057025,0.14447533219801695,38.149216280168346,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
264,365,-6.235685392940551,6.235685392940551,6.167582359556828,True,1.797065861497992,0.32593480109761175,0.7541612120660609,0.21704369701726633,17.292195294592023,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
265,363,-6.235407220797648,6.235407220797648,6.167582359556828,True,1.7943803364920994,0.3275921928830308,0.6316798404848978,0.2739929487020405,39.8382299318591,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
266,252,-6.235089704913793,6.235089704913793,6.167582359556828,True,1.8057049085492993,0.330198404961779,0.3727357422210539,0.27991034873379317,21.42671157662238,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
267,523,-6.234875452729038,6.234875452729038,6.167582359556828,True,1.822325973034206,0.3276235001970187,0.31489135011519154,0.2114536884833302,31.96040098752436,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
268,146,-6.23587069523967,6.23587069523967,6.167540930254706,True,1.8060091574919461,0.322617373318973,0.8881899020417492,0.1411709355114339,22.137235701702693,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
269,775,-6.235655311228111,6.235655311228111,6.167540930254706,True,1.8043992884636053,0.3235853112345909,0.6640773314160191,0.2037596862716168,18.731894402586523,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
270,599,-6.235586525429773,6.235586525429773,6.167540930254706,True,1.797336675894098,0.32566545090429855,0.7882816420970953,0.1802196802774013,15.924610885385086,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
271,425,-6.235171418801286,6.235171418801286,6.167540930254706,True,1.8189342270775446,0.3244647394447539,0.38815510352326854,0.26409749888760814,33.15792475670064,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
272,69,-6.235617424324045,6.235617424324045,6.167499505860107,True,1.8008117095569103,0.325140009906126,0.6119979332212173,0.22140412235872345,31.832874284957455,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
273,372,-6.23543115562525,6.23543115562525,6.167499505860107,True,1.801091453836163,0.32706016566574325,0.49851284464757795,0.18709049447291898,22.267560251057148,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
274,517,-6.235214157482032,6.235214157482032,6.167499505860107,True,1.8140849432674653,0.3254782670202345,0.39856721722709365,0.1029095531074682,29.35434117563476,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
275,77,-6.235199422303132,6.235199422303132,6.167499505860107,True,1.801475586421196,0.3253306747251541,0.5863122908762143,0.2718755115552395,13.034518405740773,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
276,61,-6.234856962807685,6.234856962807685,6.167499505860107,True,1.7950206857220903,0.331845360940505,0.418182252899316,0.28643557753648285,14.702723818416551,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
277,574,-6.234758152566608,6.234758152566608,6.167499505860107,True,1.8256174028759824,0.3262221798954287,0.3122731779555943,0.13759712506622723,33.72464311927484,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
278,798,-6.23466397767384,6.23466397767384,6.167499505860107,True,1.828613039039248,0.32458931129425767,0.31814892669263467,0.2912156713103531,15.339232422411442,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
279,6,-6.235617913495807,6.235617913495807,6.167458086372159,True,1.8102002991471602,0.3222059476250517,0.5721075611119466,0.24077884508462902,23.04039411393188,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
280,632,-6.2287888439665515,6.2287888439665515,6.167458086372159,True,1.807031113413338,0.26098602575277596,0.5976700265844985,0.2402768018090291,32.10780611880479,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
281,875,-6.228418706719881,6.228418706719881,6.167458086372159,True,1.8031050806557858,0.2637468880042434,0.3937704329364271,0.14864563758586358,28.532681960374436,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
282,26,-6.235611633465305,6.235611633465305,6.167416671789988,True,1.7986884885329222,0.3251206302138243,0.6771813963369219,0.1586531450006607,21.926460692101692,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
283,66,-6.235344871426532,6.235344871426532,6.167416671789988,True,1.8082813472698647,0.3217731219704439,0.6695503549429627,0.23192959513809347,14.220375765971882,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
284,80,-6.23515275711216,6.23515275711216,6.167416671789988,True,1.79886988457632,0.3252076951532872,0.645762452449533,0.19420899780436296,12.715992257090978,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
285,13,-6.235072635415148,6.235072635415148,6.167416671789988,True,1.7931645204500941,0.32798897494414314,0.5792384771905567,0.1456546965434622,13.314683751137169,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
286,652,-6.234864635703197,6.234864635703197,6.167416671789988,True,1.8035712722591253,0.33088917973943277,0.36139334693761915,0.18499200582897385,24.23752872000851,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
287,805,-6.234383781970429,6.234383781970429,6.167416671789988,True,1.8082813472698647,0.3217731219704439,0.6695503549429627,0.11599507274813071,4.019598656298008,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
288,806,-6.234383781970429,6.234383781970429,6.167416671789988,True,1.8082813472698647,0.3217731219704439,0.6695503549429627,0.11599507274813071,4.019598656298006,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
289,23,-6.234276001072284,6.234276001072284,6.167416671789988,True,1.8106366405481689,0.327279509814844,0.3790080267113386,0.29054427870931476,8.671096209214223,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
290,417,-6.22829547442498,6.22829547442498,6.167416671789988,True,1.8109594143539667,0.26019519327977353,0.53053727186015,0.14241788064105168,16.952688681541307,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
291,678,-6.235159848232326,6.235159848232326,6.167375262112725,True,1.8130045433388642,0.324476581585198,0.4214507518032322,0.10552927231542607,25.029333214407142,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
292,4,-6.235119468404933,6.235119468404933,6.167375262112725,True,1.8077348944272937,0.32134136253452233,0.7820166149214887,0.21836339169295227,10.455558424705734,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
293,593,-6.234943350447112,6.234943350447112,6.167375262112725,True,1.8175057746624468,0.3231204972626236,0.4166344150910008,0.11647538317161034,37.951296730412885,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
294,667,-6.214349897838048,6.214349897838048,6.167375262112725,True,1.8025137462767695,0.33189371802284146,0.34862618020715563,0.12528572032217908,25.616740913238367,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
295,660,-6.235236181540665,6.235236181540665,6.167333857339497,True,1.8059439930336951,0.32395585968802054,0.5285194927325046,0.17030882340699893,18.25143992274071,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
296,30,-6.235200048006188,6.235200048006188,6.167333857339497,True,1.8107862355978304,0.32124784379553795,0.5937364943240656,0.11380587490796638,14.40724827482133,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
297,874,-6.228555148747807,6.228555148747807,6.167333857339497,True,1.807031113413338,0.26098602575277596,0.5245957518311454,0.2402768018090291,28.193271825751133,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
298,881,-6.228168156735692,6.228168156735692,6.167333857339497,True,1.787467041943811,0.2657254612307785,0.8742235668118895,0.1252375843174132,16.081750091568743,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
299,95,-6.227899466960511,6.227899466960511,6.167333857339497,True,1.8139524005167185,0.2627396276965738,0.31071279187844264,0.2838049715527083,20.360120344461986,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
300,403,-6.235303523973052,6.235303523973052,6.1672924574694346,True,1.8087039937028053,0.3207639435386296,0.7290309489318291,0.17309690848152268,39.68559757977951,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
301,608,-6.2352509214511,6.2352509214511,6.1672924574694346,True,1.814481236909668,0.32230921502188553,0.4658942812877938,0.1328771971406268,29.101924916390406,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
302,35,-6.235204573801456,6.235204573801456,6.1672924574694346,True,1.8106455567688453,0.32324166942356947,0.4778906459897442,0.169077486554185,20.95830706555933,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
303,361,-6.235057186668083,6.235057186668083,6.1672924574694346,True,1.804833678421162,0.32632006795061297,0.44333598828056836,0.1714727490019326,20.7637334460578,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
304,430,-6.2278198139912195,6.2278198139912195,6.1672924574694346,True,1.810308601317768,0.2617634370575658,0.3799585527018273,0.2590699141319971,16.232507477300267,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
305,506,-6.235405158003992,6.235405158003992,6.167251062501665,True,1.799154749780905,0.3242172205963668,0.667466200897967,0.23647326431341115,20.666222709609777,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
306,782,-6.235326957184908,6.235326957184908,6.167251062501665,True,1.799154749780905,0.3242172205963668,0.667466200897967,0.13938580809881568,35.3392980378847,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
307,684,-6.235306228550485,6.235306228550485,6.167251062501665,True,1.808738060424726,0.32052568945800297,0.8033037647511726,0.2806223822986173,14.962017218895888,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
308,677,-6.2345109045746625,6.2345109045746625,6.167251062501665,True,1.7897829007327064,0.32706510352170937,0.7616305875115373,0.23194342114476196,18.841463297224564,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
309,614,-6.213162001532281,6.213162001532281,6.167251062501665,True,1.766724549999236,0.2719889645829391,0.4373111215348201,0.2373660332165165,37.91160131722882,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
310,598,-6.23547977848678,6.23547977848678,6.167209672435319,True,1.802783449287451,0.32240445278449215,0.7583312973441516,0.0994932753269636,31.59232417175233,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
311,658,-6.235197163831366,6.235197163831366,6.167209672435319,True,1.7936571453798202,0.32762704148764754,0.5414220277362297,0.2992046678304077,26.94557110243266,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
312,479,-6.2351622707773435,6.2351622707773435,6.167209672435319,True,1.809715160278752,0.3233984360076089,0.4705835429504984,0.09937813233001605,24.532502101149806,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
313,88,-6.2348646446062395,6.2348646446062395,6.167209672435319,True,1.8025314545679965,0.3266902514259041,0.44760388978249577,0.18310852638354305,35.716220852790954,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
314,541,-6.234833087096362,6.234833087096362,6.167209672435319,True,1.802955186951427,0.3286814498226818,0.39111418846721435,0.08781385709230977,26.98342224723483,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
315,795,-6.234809870241681,6.234809870241681,6.167209672435319,True,1.804833678421162,0.32632006795061297,0.4351073759666787,0.1714727490019326,36.49097744422969,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
316,804,-6.234389620470685,6.234389620470685,6.167209672435319,True,1.802783449287451,0.32240445278449215,0.7583312973441516,0.13865110383279805,5.447157126896212,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
317,685,-6.231204959980064,6.231204959980064,6.167209672435319,True,1.7822700382144459,0.3299835583193156,0.712264898262119,0.13591116262661654,12.245140752650991,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
318,834,-6.231204959980064,6.231204959980064,6.167209672435319,True,1.7822700382144459,0.3299835583193156,0.712264898262119,0.13591116262661654,12.245140752650993,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
319,847,-6.230064159079404,6.230064159079404,6.167209672435319,True,1.7647325690752873,0.33625523067294605,0.749270510673523,0.2301362759053181,2.8268618881702423,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
320,873,-6.2285733729923205,6.2285733729923205,6.167209672435319,True,1.8036268443694368,0.2611331889876806,0.7882816420970953,0.21620798415877457,32.67220014414389,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
321,184,-6.228257000541162,6.228257000541162,6.167209672435319,True,1.8056903947786545,0.26122784259176907,0.4927470641810555,0.23310999741668414,21.64962142035239,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
322,258,-6.226475118474158,6.226475118474158,6.167209672435319,True,1.8149113299000261,0.258439408228998,0.5834329156494528,0.23637334503523755,3.009706182511202,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
323,717,-6.235475610500331,6.235475610500331,6.167168287269525,True,1.8115925986805772,0.31945495332940294,0.6965711428789354,0.18040531310240146,30.657367441989877,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
324,22,-6.234548553694146,6.234548553694146,6.167168287269525,True,1.8127727745485736,0.32763340933646495,0.33908103189548283,0.16465123642165144,31.906291124048153,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
325,718,-6.234314745561498,6.234314745561498,6.167168287269525,True,1.8135142831016364,0.3280337534707354,0.3279194290473536,0.2658543728174526,15.804484343998046,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
326,267,-6.2353495045143905,6.2353495045143905,6.167126907003413,True,1.8060721232263626,0.3208118461502031,0.8127018421007759,0.088394319067015,18.312860338177742,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
327,784,-6.235271084318855,6.235271084318855,6.167126907003413,True,1.8087039937028053,0.3207639435386296,0.6347452441157116,0.21664628983106843,34.28753398482637,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
328,189,-6.235129501658608,6.235129501658608,6.167126907003413,True,1.79654898891088,0.3250155099179485,0.6310203559956158,0.2875911657457801,17.43817024126862,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
329,37,-6.23505171194342,6.23505171194342,6.167126907003413,True,1.7974726207457583,0.3241676748470927,0.686269521037218,0.22654925989987623,14.976314246537807,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
330,791,-6.23502300481804,6.23502300481804,6.167126907003413,True,1.818986428373953,0.3198908523460138,0.46954778925099494,0.08159338083538552,19.479813386750486,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
331,359,-6.233514610787217,6.233514610787217,6.167126907003413,True,1.8080087420071456,0.3202666821387471,0.8029429456890446,0.25166678747057264,0.1652316703758281,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
332,796,-6.234726445313512,6.234726445313512,6.167085531636114,True,1.8104347143738824,0.3242172205963668,0.42077588247144626,0.22971698277232155,35.3392980378847,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
333,570,-6.234660808918963,6.234660808918963,6.167085531636114,True,1.8254685343537502,0.32128257300862434,0.36527172598749824,0.22810161945240348,19.78508472362342,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
334,803,-6.234417475612504,6.234417475612504,6.167085531636114,True,1.8195305965255695,0.32632006795061297,0.31578872144343756,0.20477827098986678,30.185364112110598,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
335,807,-6.234368402088968,6.234368402088968,6.167085531636114,True,1.8195305965255695,0.32632006795061297,0.31578872144343756,0.2634247348223658,20.226604394536245,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
