score,objective,generation,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_length_m,sensor_diameter_m,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,mission3_prop_diameter_in,mission3_prop_pitch_in,motor_kv,motor_max_power
-5.49340959264953,5.49340959264953,66,1.578527479533054,0.21179304159107687,0.3302698304126384,0.12215484260910568,0.0,0.33475619283838354,0.048230972748667035,3.9867708828025314,3.405288276065697,1.6144656748754647,19.0,10.0,20.0,15.0,269.0867472067404,2034.074111951579
-5.504447737207493,5.504447737207493,63,1.6448483150007083,0.3405562621636844,0.58703509613297,0.1938035409527465,0.0,0.39967078205533324,0.11982488255072052,2.5744199551614173,0.4516582978326156,2.4010056264550887,16.0,10.0,20.0,11.0,268.92256351874903,1615.9649677285233
-5.56340125778055,5.56340125778055,49,1.720526124076688,0.28072280360382285,0.44980572769945437,0.2896353232357514,0.0,0.48893136711626917,0.09859730487028137,1.9377608853358268,0.6002288141287977,2.6692165071774414,20.0,13.0,24.0,12.0,286.53944704545745,2974.751032653484
-5.5863827177125875,5.5863827177125875,96,1.5163546917951585,0.32443966362621596,0.8537753637356951,0.24522265684497022,0.0,0.31496625858782534,0.11327026173503169,3.5015705630517218,1.4468719451289402,2.527994952637563,13.0,10.0,20.0,12.0,389.240516493583,1812.1253872459556
-5.620889224987836,5.620889224987836,58,1.5807866056619702,0.22746090820060055,0.7280599115247232,0.1124078501585064,0.0,0.38249598272415436,0.07904296064382249,3.5584537791630524,0.7310790835501564,2.1466922000856012,18.0,12.0,20.0,13.0,295.53108417440797,2213.4210130597085
-5.63568151529957,5.63568151529957,82,1.6499577482267989,0.35883079205607793,0.8640950726723282,0.17993325898191154,0.0,0.4219273956315591,0.06433041933395897,5.284316067879381,4.795899775862466,2.3014313182580532,16.0,10.0,14.0,10.0,406.56732895850064,1106.8807754900008
-5.672137947841518,5.672137947841518,5,1.7080232994641813,0.3443887193220944,0.5368049305245168,0.1349346349748976,3.0,0.45278766864329456,0.09667288682757982,1.365455781815207,0.3433305233959274,2.244300728807726,20.0,15.0,22.0,13.0,242.11726394203512,1317.146400374077
-5.688652823071403,5.688652823071403,72,1.40610456433855,0.2709380254521966,0.6661242574453354,0.08433168200149374,0.0,0.41469581775346953,0.03607480229699234,1.3288354998678216,1.252323165132772,2.758537251804326,14.0,10.0,20.0,15.0,357.34249212566544,1544.236858307622
-5.691262356354874,5.691262356354874,94,1.406232115685519,0.2674153073504567,0.7574582521903586,0.23465917746228562,1.0,0.3409395072819159,0.14771915641844757,1.7446097557772902,1.0899872552111631,3.036837456767143,18.0,10.0,20.0,11.0,264.2624808475375,1154.9548546654992
-5.712885434355901,5.712885434355901,55,1.6408492512591926,0.3338002748414163,0.8264680471157728,0.22122845658630547,0.0,0.2914901749327826,0.05018761164786377,2.310700105893787,1.9120526899907446,2.072635796153391,18.0,10.0,20.0,15.0,288.1750847305634,1478.724990077466
-5.81300831973245,5.81300831973245,59,1.2635386004405877,0.39939080347614087,0.8076971237475972,0.17834634335711597,3.0,0.30853366511333874,0.10024317853486488,0.7347954565243455,0.16828925355240898,2.6326761385498503,22.0,13.0,20.0,13.0,213.71924913815369,1778.4945506883416
-5.820746349182796,5.820746349182796,29,1.709501578247059,0.32987560173359626,0.5056886321535224,0.2288640782982111,0.0,0.295774211699143,0.14533736116239193,0.9642775906930297,0.32169548875282317,1.4936194652710755,14.0,8.5,19.0,12.0,357.0645800791681,2366.961687778152
-5.913863315477942,5.913863315477942,63,1.5213314160119933,0.3129239293951328,0.4883854642113522,0.15737863398296034,0.0,0.4150548210441773,0.07954566250124133,2.2720397055867707,1.3014430834804571,2.478650447824189,14.0,8.5,19.0,12.0,363.64836866538366,1496.0394331131638
-5.923891479245253,5.923891479245253,90,1.7305267127521953,0.2137135667039443,0.6636153382867575,0.29735962520517584,2.0,0.3215431068075594,0.14049975069190007,0.6981020096324002,0.2906138116410659,1.5033935390480555,18.0,12.0,20.0,11.0,308.43013529070413,1664.0324052521971
-5.926960786888625,5.926960786888625,59,1.6176668965224177,0.39302580781281,0.807454761194945,0.08008671456947923,6.0,0.18001566706316915,0.05841590455025883,0.23022754995011496,0.22993183385927551,1.3467565168802802,16.0,12.0,21.0,12.0,248.01928166243678,2516.1593724042177
