rank,population_index,optimization_objective,optimization_score,official_score,finite,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,mission3_prop_diameter_in,mission3_prop_pitch_in,motor_kv,motor_max_power,takeoff_flap_deflection_deg
45,2569,8.54467848657011,-8.54467848657011,-8.54467848657011,True,1.797910904254204,0.3179234094348856,0.6003022456321288,0.2001469640226531,0.0,13.026043741992893,11.964342712918715,3.374397272703235,22.0,10.0,19.0,10.0,274.39010821179716,2099.5763060850577,14.896116848785947
46,3094,8.54467848657011,-8.54467848657011,-8.54467848657011,True,1.797910904254204,0.3179234094348856,0.6003022456321288,0.2001469640226531,0.0,13.026043741992893,11.964342712918715,3.374397272703235,22.0,10.0,19.0,10.0,274.39010821179716,2099.5763060850577,14.896116848785947
47,2736,8.55105689943068,-8.55105689943068,-8.55105689943068,True,1.8029665449992058,0.3425047940465848,0.4411829988838428,0.2137148346292072,0.0,13.169295275118802,9.321133970459076,3.355840535633286,22.0,10.0,16.0,12.0,261.49809550254975,2356.4172125087935,14.942498332014036
48,3095,8.55105689943068,-8.55105689943068,-8.55105689943068,True,1.8029665449992058,0.3425047940465848,0.4411829988838428,0.2137148346292072,0.0,13.169295275118802,9.321133970459076,3.355840535633286,22.0,10.0,16.0,12.0,261.49809550254975,2356.4172125087935,14.942498332014036
49,512,8.565544783901665,-8.565544783901665,-8.565544783901665,True,1.8200697552974698,0.3971167502705617,0.7217326898791296,0.09774604679659449,0.0,13.144717799593142,9.446089895646377,3.370318642595379,18.0,8.0,22.0,10.0,337.48760357471167,1981.6309095702459,12.7465910029753
50,3096,8.565544783901665,-8.565544783901665,-8.565544783901665,True,1.8200697552974698,0.3971167502705617,0.7217326898791296,0.09774604679659449,0.0,13.144717799593142,9.446089895646377,3.370318642595379,18.0,8.0,22.0,10.0,337.48760357471167,1981.6309095702459,12.7465910029753
51,2878,8.566474135606136,-8.566474135606136,-8.566474135606136,True,1.8119610248934213,0.3473223264874384,0.6658600472560194,0.2494220179609512,0.0,13.328686881671242,12.221079698385974,3.285839425185734,22.0,10.0,24.0,12.0,261.30196130093316,2469.1058099488914,31.539430576136375
52,3097,8.566474135606136,-8.566474135606136,-8.566474135606136,True,1.8119610248934213,0.3473223264874384,0.6658600472560194,0.2494220179609512,0.0,13.328686881671242,12.221079698385974,3.285839425185734,22.0,10.0,24.0,12.0,261.30196130093316,2469.1058099488914,31.539430576136375
53,2670,8.567035991465874,-8.567035991465874,-8.567035991465874,True,1.8128162589085899,0.3292839490169134,0.4746040219443887,0.2517422417509562,0.0,13.311368901077083,12.613611099103755,3.3487502715162574,22.0,10.0,20.0,15.0,265.03795582139065,2344.7028438885986,14.795621052995102
54,3098,8.567035991465874,-8.567035991465874,-8.567035991465874,True,1.8128162589085899,0.3292839490169134,0.4746040219443887,0.2517422417509562,0.0,13.311368901077083,12.613611099103755,3.3487502715162574,22.0,10.0,20.0,15.0,265.03795582139065,2344.7028438885986,14.795621052995102
55,1024,8.567157017906407,-8.567157017906407,-8.567157017906407,True,1.7776828920945054,0.39661149628565007,0.7836477434730063,0.11353459234884981,0.0,13.042459100130191,12.969327453233237,3.315681276035714,22.0,10.0,21.0,13.5,263.44601195970176,2232.508422917762,8.071156710666045
56,3099,8.567157017906407,-8.567157017906407,-8.567157017906407,True,1.7776828920945054,0.39661149628565007,0.7836477434730063,0.11353459234884981,0.0,13.042459100130191,12.969327453233237,3.315681276035714,22.0,10.0,21.0,13.5,263.44601195970176,2232.508422917762,8.071156710666045
57,282,8.583180184977888,-8.583180184977888,-8.583180184977888,True,1.7956605213230765,0.33499977916877866,0.8800346935296,0.08208155208564574,0.0,13.110775066065733,8.298103876265888,3.3265032418691254,25.0,12.5,22.0,13.0,218.37398057845866,2478.1498450907957,20.806868803016997
58,3100,8.583180184977888,-8.583180184977888,-8.583180184977888,True,1.7956605213230765,0.33499977916877866,0.8800346935296,0.08208155208564574,0.0,13.110775066065733,8.29810387626589,3.3265032418691254,25.0,12.5,22.0,13.0,218.37398057845866,2478.1498450907957,20.806868803016997
59,3101,8.583180184977888,-8.583180184977888,-8.583180184977888,True,1.7956605213230765,0.33499977916877866,0.8800346935296,0.08208155208564574,0.0,13.110775066065733,8.298103876265888,3.3265032418691254,25.0,12.5,22.0,13.0,218.37398057845866,2478.1498450907957,20.806868803016997
60,2747,8.589571387111047,-8.589571387111047,-8.589571387111047,True,1.8097356901044515,0.37014701253532345,0.5905987243117197,0.16934626306701112,0.0,13.014873273057098,11.805304396365699,3.262302967298548,22.0,10.0,20.0,15.0,262.5846434040635,2321.112894301452,20.855202974682236
61,3102,8.589571387111047,-8.589571387111047,-8.589571387111047,True,1.8097356901044515,0.37014701253532345,0.5905987243117197,0.16934626306701112,0.0,13.014873273057098,11.805304396365699,3.262302967298548,22.0,10.0,20.0,15.0,262.5846434040635,2321.112894301452,20.855202974682236
62,3103,8.58983744661679,-8.58983744661679,-8.58983744661679,True,1.761970454225068,0.3138693707830889,0.5603928966536622,0.18154568179404082,0.0,13.089311187274909,12.627386259013381,3.3331960935412424,24.0,12.0,24.0,12.0,231.50257321404078,2253.5150240586436,17.028804344248375
63,3104,8.589837446616794,-8.589837446616794,-8.589837446616794,True,1.761970454225068,0.3138693707830889,0.5603928966536622,0.18154568179404082,0.0,13.089311187274909,12.627386259013381,3.333196093541242,24.0,12.0,24.0,12.0,231.50257321404078,2253.5150240586436,17.028804344248375
64,3052,8.592122731530655,-8.592122731530655,-8.592122731530655,True,1.8059158884481075,0.3815628263001274,0.6820376740249331,0.16434348706698296,0.0,13.235129150413332,8.862105315288808,3.354261393349394,22.0,12.0,18.0,12.0,227.18033356778096,2423.343110058298,28.796216075706276
65,3105,8.592122731530655,-8.592122731530655,-8.592122731530655,True,1.8059158884481075,0.3815628263001274,0.6820376740249331,0.16434348706698296,0.0,13.235129150413332,8.862105315288808,3.354261393349394,22.0,12.0,18.0,12.0,227.18033356778096,2423.343110058298,28.796216075706276
66,1938,8.592659516924204,-8.592659516924204,-8.592659516924204,True,1.802373118686605,0.32707354368075947,0.6214386872523399,0.22646437985145057,0.0,13.057144913824935,12.34943314685001,3.336709186267229,22.0,10.0,24.0,12.0,275.509735864335,2263.082348932351,25.899276226598857
67,3106,8.592659516924204,-8.592659516924204,-8.592659516924204,True,1.802373118686605,0.32707354368075947,0.6214386872523399,0.22646437985145057,0.0,13.057144913824935,12.34943314685001,3.336709186267229,22.0,10.0,24.0,12.0,275.509735864335,2263.082348932351,25.899276226598857
68,1290,8.592806046138357,-8.592806046138357,-8.592806046138357,True,1.8175007807354981,0.39456811335471775,0.7583546568321402,0.14810435428450497,0.0,13.050407412163626,10.98624854969077,3.332061894694725,21.0,12.0,20.0,12.0,227.44335513668645,2404.650538758716,26.932771615094374
69,3107,8.592806046138357,-8.592806046138357,-8.592806046138357,True,1.8175007807354981,0.39456811335471775,0.7583546568321402,0.14810435428450497,0.0,13.050407412163626,10.98624854969077,3.332061894694725,21.0,12.0,20.0,12.0,227.44335513668645,2404.650538758716,26.932771615094374
70,287,8.615181298641158,-8.615181298641158,-8.615181298641158,True,1.813038847993141,0.3334878789365603,0.6001967664527442,0.24176315384318117,0.0,13.121473323751387,12.738827993643463,3.3444860782179897,24.0,12.0,20.0,13.0,230.0933181944431,2421.2257758419664,29.11761424675818
71,3108,8.615181298641158,-8.615181298641158,-8.615181298641158,True,1.813038847993141,0.3334878789365603,0.6001967664527442,0.24176315384318117,0.0,13.121473323751387,12.738827993643463,3.3444860782179897,24.0,12.0,20.0,13.0,230.0933181944431,2421.2257758419664,29.11761424675818
72,437,8.619230300530162,-8.619230300530162,-8.619230300530162,True,1.8055367503207924,0.35015372191871896,0.5182965769608445,0.17740819136869918,0.0,13.178725667651456,2.8950076461242187,3.3416512659263917,24.0,12.0,20.0,15.0,221.20437582068124,1980.0353034753186,16.753351685855208
73,3109,8.619230300530162,-8.619230300530162,-8.619230300530162,True,1.8055367503207924,0.35015372191871896,0.5182965769608445,0.17740819136869918,0.0,13.178725667651456,2.8950076461242187,3.3416512659263917,24.0,12.0,20.0,15.0,221.20437582068124,1980.0353034753186,16.753351685855208
74,246,8.626960970443946,-8.626960970443946,-8.626960970443946,True,1.8106969807193356,0.33699221100228033,0.6317195776634175,0.28842405887199796,0.0,13.04253865991068,8.016815915185981,3.3184480480077996,25.0,12.5,25.0,12.5,215.40783480948642,2405.295993881139,34.56721939037503
75,3110,8.626960970443946,-8.626960970443946,-8.626960970443946,True,1.8106969807193356,0.33699221100228033,0.6317195776634175,0.28842405887199796,0.0,13.04253865991068,8.016815915185981,3.3184480480077996,25.0,12.5,25.0,12.5,215.40783480948642,2405.295993881139,34.56721939037503
76,2563,8.634080857861592,-8.634080857861592,-8.634080857861592,True,1.8061943043842084,0.31805171748526023,0.447634874565744,0.2055784578490158,0.0,13.099586501630109,12.900161295636586,3.3536580314081537,22.0,10.0,20.0,15.0,260.1982404176492,2458.751729321469,34.87879854548162
77,3111,8.634080857861592,-8.634080857861592,-8.634080857861592,True,1.8061943043842084,0.31805171748526023,0.447634874565744,0.2055784578490158,0.0,13.099586501630109,12.900161295636586,3.353658031408153,22.0,10.0,20.0,15.0,260.1982404176492,2458.751729321469,34.87879854548162
78,3112,8.634080857861592,-8.634080857861592,-8.634080857861592,True,1.8061943043842084,0.31805171748526023,0.447634874565744,0.2055784578490158,0.0,13.099586501630109,12.900161295636586,3.3536580314081537,22.0,10.0,20.0,15.0,260.1982404176492,2458.751729321469,34.87879854548162
79,3059,8.637505777304568,-8.637505777304568,-8.637505777304568,True,1.8246586855806932,0.2898782031191006,0.563044033206419,0.19210183419192284,0.0,13.097954058771876,8.129493487229997,3.3590942323618522,22.0,10.0,20.0,11.0,271.9467490987795,2426.8519350334536,21.03658608930609
80,3113,8.637505777304568,-8.637505777304568,-8.637505777304568,True,1.8246586855806932,0.2898782031191006,0.563044033206419,0.19210183419192284,0.0,13.097954058771876,8.129493487229997,3.3590942323618522,22.0,10.0,20.0,11.0,271.9467490987795,2426.8519350334536,21.03658608930609
81,2799,8.645720979972468,-8.645720979972468,-8.645720979972468,True,1.794161760003739,0.3474170646615218,0.3625466139713467,0.2404696330957228,0.0,13.326353116017327,12.770185729304421,3.356613249187663,22.0,10.0,16.0,12.0,267.14336933930974,2091.7621608941245,22.343693319006427
82,3114,8.645720979972468,-8.645720979972468,-8.645720979972468,True,1.794161760003739,0.3474170646615218,0.3625466139713467,0.2404696330957228,0.0,13.326353116017327,12.770185729304421,3.356613249187663,22.0,10.0,16.0,12.0,267.14336933930974,2091.7621608941245,22.343693319006427
83,2892,8.651627440546207,-8.651627440546207,-8.651627440546207,True,1.8212255053946718,0.31300718801143224,0.4354369140031845,0.16895890988777923,0.0,13.267471185923476,10.64173269512542,3.3530478775467643,22.0,10.0,25.0,12.5,277.33275228604225,2566.328167990783,16.853952043409436
84,3115,8.651627440546207,-8.651627440546207,-8.651627440546207,True,1.8212255053946718,0.31300718801143224,0.4354369140031845,0.16895890988777923,0.0,13.267471185923476,10.64173269512542,3.3530478775467643,22.0,10.0,25.0,12.5,277.33275228604225,2566.328167990783,16.853952043409436
85,2826,8.657024087082583,-8.657024087082583,-8.657024087082583,True,1.8028395447428056,0.3601544323808214,0.5686329597808316,0.2514781908268222,0.0,13.047752617718157,6.035762379200152,3.342473245408698,22.0,10.0,22.0,10.0,257.261513126089,2149.633188047622,25.90420860024459
86,3116,8.657024087082583,-8.657024087082583,-8.657024087082583,True,1.8028395447428056,0.3601544323808214,0.5686329597808316,0.2514781908268222,0.0,13.047752617718157,6.035762379200152,3.342473245408698,22.0,10.0,22.0,10.0,257.261513126089,2149.633188047622,25.90420860024459
87,89,8.669240751528044,-8.669240751528044,-8.669240751528044,True,1.7528716875735868,0.34141065956146965,0.6009688963967093,0.2778917931726096,0.0,13.29310674694954,12.550526981675773,3.3298849637591754,22.0,10.0,20.0,13.0,266.1499054085763,2065.794564478843,17.802134560769495
88,3117,8.669240751528044,-8.669240751528044,-8.669240751528044,True,1.7528716875735868,0.34141065956146965,0.6009688963967093,0.2778917931726096,0.0,13.29310674694954,12.550526981675773,3.3298849637591754,22.0,10.0,20.0,13.0,266.1499054085763,2065.794564478843,17.802134560769495
89,1958,8.67753436127539,-8.67753436127539,-8.67753436127539,True,1.8033589901986558,0.32268908253637696,0.6658311472701379,0.20232107073068617,0.0,13.40035224285036,12.729815321836533,3.3316878412175153,22.0,10.0,24.0,12.0,263.6176045092128,2210.410933448427,33.74419678379773
90,3118,8.67753436127539,-8.67753436127539,-8.67753436127539,True,1.8033589901986558,0.32268908253637696,0.6658311472701379,0.20232107073068617,0.0,13.40035224285036,12.729815321836533,3.3316878412175153,22.0,10.0,24.0,12.0,263.6176045092128,2210.410933448427,33.74419678379773
91,418,8.697867658821139,-8.697867658821139,-8.697867658821139,True,1.820955882526537,0.3470585171449768,0.6566267079052578,0.19518554037472127,0.0,13.415373780202131,8.930175513634683,3.3665073724646803,22.0,12.0,20.0,13.0,233.14297238209733,2304.6784870291435,30.586875372181588
92,3119,8.697867658821139,-8.697867658821139,-8.697867658821139,True,1.820955882526537,0.3470585171449768,0.6566267079052578,0.19518554037472127,0.0,13.415373780202131,8.930175513634683,3.3665073724646803,22.0,12.0,20.0,13.0,233.14297238209733,2304.6784870291435,30.586875372181588
93,321,8.69814836929286,-8.69814836929286,-8.69814836929286,True,1.8080617168310362,0.2941043163995996,0.4548008593602355,0.13190850749970745,0.0,13.23344200662487,6.643001762681175,3.355119753237723,25.0,12.5,20.0,13.0,222.4161443973767,2377.512131769994,30.39938299415926
94,3120,8.69814836929286,-8.69814836929286,-8.69814836929286,True,1.8080617168310362,0.2941043163995996,0.45480085936023557,0.13190850749970745,0.0,13.23344200662487,6.643001762681175,3.355119753237723,25.0,12.5,20.0,13.0,222.4161443973767,2377.512131769994,30.399382994159257
95,3121,8.69814836929286,-8.69814836929286,-8.69814836929286,True,1.8080617168310362,0.2941043163995996,0.4548008593602355,0.13190850749970745,0.0,13.23344200662487,6.643001762681175,3.355119753237723,25.0,12.5,20.0,13.0,222.4161443973767,2377.512131769994,30.39938299415926
96,1636,8.701809279608604,-8.701809279608604,-8.701809279608604,True,1.7923832811006968,0.31121111225934384,0.6668389879194021,0.08349502693862622,0.0,13.27527147899566,11.498947727678932,3.333027207487736,22.0,10.0,21.0,12.0,265.73220852065003,2087.2966052639094,35.466612683486545
97,3122,8.701809279608604,-8.701809279608604,-8.701809279608604,True,1.7923832811006968,0.31121111225934384,0.6668389879194021,0.08349502693862622,0.0,13.27527147899566,11.498947727678932,3.333027207487736,22.0,10.0,21.0,12.0,265.73220852065003,2087.2966052639094,35.466612683486545
98,1641,8.70482887513717,-8.70482887513717,-8.70482887513717,True,1.7748857678199272,0.3424150463440814,0.8192451998422489,0.13301351350500557,0.0,13.18559730995763,8.807816542972903,3.3743692144700814,19.0,8.0,20.0,15.0,330.5199538976059,2110.408621618369,23.77576643426051
99,3123,8.70482887513717,-8.70482887513717,-8.70482887513717,True,1.7748857678199272,0.3424150463440814,0.8192451998422489,0.13301351350500557,0.0,13.18559730995763,8.807816542972903,3.3743692144700814,19.0,8.0,20.0,15.0,330.5199538976059,2110.408621618369,23.77576643426051
