case_id,design_wing_span,design_wing_chord,design_tail_arm,design_nose_length,design_ducks_num,design_pucks_num,design_banner_length,design_batt_capacity,status,full_trim_velocity,full_trim_alpha,full_trim_elevator,coarse_trim_velocity,coarse_trim_alpha,coarse_trim_elevator,coarse_CD,coarse_D,coarse_CD_wing_profile,coarse_CD_tail_profile,coarse_CD_wing_induced,coarse_CD_tail_induced,coarse_CD_interaction,coarse_CD_body,coarse_D_wing_profile,coarse_D_tail_profile,coarse_D_wing_induced,coarse_D_tail_induced,coarse_D_interaction,coarse_D_body,full_CD,full_D,full_D_profile,full_D_induced,full_D_wing,full_D_tail,full_D_body,error
20,1.6407371464147502,0.3005772266735949,0.7821745449363879,0.2018166284913803,6,10,3.4183151413074464,1.8161685938781993,ok,29.478103658687196,-1.2683292750656285,-0.530365066374615,29.494090553059245,-1.2341205503286905,-0.5183307810844128,0.01255446369241169,3.295326305450018,0.006599331147817837,0.002071745179578459,0.0010522426416280971,0.0003079137160403621,-0.0005305453421354217,0.0030537763494823556,1.7322085644267158,0.5437967368196434,0.2761952196149278,0.08082194453993079,-0.13925883773351258,0.8015626777823126,0.012671604364251476,3.326071383313385,3.113593392921293,0.2124779903920913,1.7877907030991909,0.5381284820106386,0.7876742078114641,
21,0.8361404483864212,0.3321158704629278,0.573002400943162,0.29631397731781095,6,9,1.2654749099475828,4.200044644614978,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,RuntimeError: trim did not converge
22,1.4064853357718659,0.12513662876409273,0.8672926965045493,0.19100825337815125,7,10,2.5865268164949486,4.311711367772977,ok,30.49948286762377,0.30519400626525117,0.7521483022597932,30.48592785916943,0.3153331052914555,1.5339048602900625,0.020956922043626904,2.101542617966844,0.009075913898033205,0.001456870253986889,0.0024489466595865837,3.584150623447192e-05,0.00017200195645043125,0.007767347769335321,0.9101250562467346,0.14609373080779758,0.24557832316858963,0.0035941562738585936,0.017248212361613616,0.77890313910825,0.020988394278541288,2.104697177079153,1.8227880021816694,0.2819091748974837,0.9202103774736826,0.15680918658701343,0.7457684381209733,
23,1.3167939382813652,0.2065691274134987,0.35988187424956186,0.22422657452570588,4,4,2.893636502799721,8.746351701210424,ok,30.13043101364019,-0.24018944010475274,-0.6369913463155462,30.133540783507694,-0.359154687348757,-0.5957233939979283,0.017079637839982426,2.583322775011859,0.007512767445571288,0.0033110655729988617,0.0026041341596346078,9.774503820109124e-05,-0.0005672127266665046,0.004121138350243078,1.1363181952300663,0.5008040091027159,0.3938794924575153,0.014784094703587873,-0.08579183989744747,0.6233288234154208,0.016861344798950358,2.5503038430780403,2.2323668217402752,0.31793702133776486,1.0903519430556785,0.49038549003320403,0.6516293886513926,
24,0.9606135019511808,0.16200967111910225,0.5277695650666822,0.1944361109741276,3,7,4.173209522303061,3.380201422846807,ok,30.4768330764394,0.9717233003521946,-0.3403196654915868,30.469452311581662,0.9788371646468509,-0.15339955468611746,0.02404822988707652,2.12921005134128,0.00820537232846103,0.0022710230165705254,0.0059821146073014315,3.70569427990198e-05,0.00039431187114754055,0.007158351120796972,0.726496765824153,0.2010744681174201,0.5296513967951813,0.003280990553157247,0.03491204148300812,0.6337943885683602,0.024081849273009902,2.1321852142718303,1.550220714214091,0.5819645000577396,0.7173649622308509,0.20969126304498223,0.6231644889382576,
25,1.4737091636010042,0.3055709209066577,0.4579876559030416,0.28194699285879954,8,8,3.608983828511818,4.821636724632616,ok,29.450831888288747,-0.9288332040219676,-0.9750363280561692,29.472430287691157,-0.9074992444807302,-0.8423521820665724,0.013879055069042379,3.3203581577973744,0.006562699414871281,0.0031662999885237308,0.0017268452325286264,0.0005664085374203621,-0.001190972652144342,0.00304777454784272,1.5700285380338508,0.7574903294662041,0.4131221200980178,0.135504845143578,-0.28492254995670163,0.729134875012425,0.014037132130636558,3.358173437149744,3.095582206143855,0.2625912310058891,1.5880152767368958,0.7572399710598684,0.750326958347091,
26,0.9555912244767238,0.25468521042928094,0.4650353365373976,0.28841233442093644,7,3,3.0646940301214265,3.5235981082672905,ok,30.07978663057489,0.2410369514862873,-1.352936682439598,30.0778993544547,0.1680897079476905,-1.450138732177081,0.019707703898892797,2.658076667105158,0.006956139797460758,0.002952434688089501,0.005359104896497188,0.0001307782696368056,-0.0009210511719246146,0.005230297419133157,0.9382093917998651,0.39820964409778337,0.7228093011255601,0.017638719805685207,-0.12422678166177561,0.7054363919380396,0.019359232938996548,2.6110748453370367,2.0172493048020175,0.5938255405350195,0.9010571827469389,0.39538990799870044,0.7208022140563782,
27,1.2742410630579681,0.24080217287722705,0.5558355762245347,0.2054375432434346,9,10,3.2401642373402813,6.689329041381115,ok,30.070336545353182,-0.48382569755272337,-0.761241997493826,30.054154049832054,-0.5427373662795402,-0.7985171092743266,0.01568880050900875,2.6661489531528155,0.007101523574141416,0.0024913019317030815,0.002455702977230625,0.0001532430855434085,-0.0006050529888934812,0.0040920819292837,1.206830288403192,0.4233709284137888,0.41732125526346897,0.026042073252500044,-0.10282248104398006,0.6954068888638455,0.015431398841949108,2.622404402074759,2.2842906388667847,0.33811376320797454,1.1700113398924117,0.4182045837231253,0.6960747152512474,
28,1.1200358395137064,0.13048912841617902,0.6649187896620483,0.1503320012982517,4,6,0.8776943398821495,2.520117166681318,ok,30.59589986399152,0.8537733091175568,0.5330775362625859,30.577582794099346,0.9634051817330433,1.3610543566133682,0.023307396750571616,1.9531363995295377,0.008915450227107375,0.001782573360254265,0.004244559975209025,9.137171660364508e-05,0.00042017977062946743,0.00785326170076784,0.7471057597339882,0.1493778542495913,0.3556898557263209,0.007656857927803534,0.035210642061184204,0.6580954298306495,0.023717243935815348,1.987479811814319,1.5542297151807687,0.43325009663355024,0.758920203836762,0.16024371579117436,0.6350657955528325,
29,1.6433117989792878,0.24885481116357233,0.5119355034532085,0.11806408407969515,8,5,3.1004492133801773,6.760423337583728,ok,29.758083263953417,-0.93877755669243,-0.6359437834657269,29.75606607503434,-1.003085017144136,-0.5015493224567578,0.013581562452005256,3.0125325784253603,0.007043113817148049,0.002692847911837218,0.0013321057974366307,0.00029034453437494674,-0.0006473814139068692,0.0028705318051152813,1.5622362966481524,0.5973018267833079,0.2954749961109696,0.06440145394634823,-0.1435959674708538,0.6367139724074359,0.013502390575366964,2.9949693645137554,2.7853250177133617,0.2096443468003932,1.5518552289531362,0.5891550941804161,0.6443146945798094,
